0.5,0.504394,0.0,0.00720098
0.5,0.5045092,0.0,0.0072809914
0.5,0.5045747,0.0,0.0073610023
0.5,0.5046925,0.0,0.0074410136
0.5,0.50481904,0.0,0.0075210244
0.5,0.5049394,0.0,0.0076010358
0.5,0.5050686,0.0,0.0076810466
0.5,0.50519913,0.0,0.007761058
0.5,0.5053311,0.0,0.007841069
0.5,0.5054487,0.0,0.00792108
0.5,0.50558335,0.0,0.008001091
0.5,0.50571936,0.0,0.008081102
0.5,0.50585675,0.0,0.008161114
0.5,0.50598735,0.0,0.008241124
0.5,0.5061274,0.0,0.008321134
0.5,0.5062689,0.0,0.008401146
0.5,0.5064033,0.0,0.008481157
0.5,0.5065475,0.0,0.008561168
0.5,0.506693,0.0,0.008641179
0.5,0.50683993,0.0,0.0087211905
0.5,0.50700563,0.0,0.008801201
0.5,0.50712883,0.0,0.008881212
0.5,0.50727093,0.0,0.008881212
0.5,0.5074233,0.0,0.009041235
0.5,0.50756794,0.0,0.009121246
0.5,0.50772303,0.0,0.009201257
0.5,0.50787944,0.0,0.009281267
0.5,0.5080279,0.0,0.009361279
0.5,0.50818706,0.0,0.009361279
0.5,0.50833815,0.0,0.009521301
0.5,0.5085,0.0,0.009601312
0.5,0.50866324,0.0,0.009681323
0.5,0.5088278,0.0,0.009761333
0.5,0.50898397,0.0,0.009841345
0.5,0.5091513,0.0,0.009921356
0.5,0.50931,0.0,0.009921356
0.5,0.50953007,0.0,0.010081378
0.5,0.509651,0.0,0.01016139
0.5,0.5098238,0.0,0.0102414
0.5,0.50998765,0.0,0.010321411
0.5,0.5103211,0.0,0.021620478
0.5,0.51082224,0.0,0.02178808
0.5,0.51115155,0.0,0.02212328
0.5,0.51150554,0.0,0.022290884
0.5,0.5119291,0.0,0.022458484
0.5,0.5122435,0.0,0.022626085
0.5,0.51262814,0.0,0.022793686
0.5,0.51292443,0.0,0.022961287
0.5,0.5133148,0.0,0.023128888
0.5,0.51368487,0.0,0.023128888
0.5,0.51419735,0.0,0.02346409
0.5,0.5145728,0.0,0.02363169
0.5,0.51495093,0.0,0.02379929
0.5,0.51535547,0.0,0.02379929
0.5,0.5157629,0.0,0.023966892
