0.5,0.48954368,0.0,-0.0041626007
0.5,0.48947707,0.0,-0.0042088516
0.5,0.48938867,0.0,-0.004255103
0.5,0.48931208,0.0,-0.0043013543
0.5,0.48924327,0.0,-0.0043476056
0.5,0.4891737,0.0,-0.0043938565
0.5,0.48909903,0.0,-0.004440108
0.5,0.48902798,0.0,-0.004486359
0.5,0.4889517,0.0,-0.0045326105
0.5,0.48887464,0.0,-0.0045788614
0.5,0.4887968,0.0,-0.0046251127
0.5,0.48869967,0.0,-0.004671364
0.5,0.48862493,0.0,-0.0047176154
0.5,0.48856834,0.0,-0.0047638663
0.5,0.48848733,0.0,-0.0048101177
0.5,0.4884056,0.0,-0.004856369
0.5,0.48832786,0.0,-0.00490262
0.5,0.48824453,0.0,-0.004948871
0.5,0.4881703,0.0,-0.0049951226
0.5,0.48808038,0.0,-0.0050413734
0.5,0.48799467,0.0,-0.005087625
0.5,0.48790818,0.0,-0.005133876
0.5,0.48782092,0.0,-0.0051801275
0.5,0.48773804,0.0,-0.0052263783
0.5,0.48764917,0.0,-0.0052726297
0.5,0.48755956,0.0,-0.005318881
0.5,0.48747444,0.0,-0.0053651324
0.5,0.48738325,0.0,-0.005411383
0.5,0.48729125,0.0,-0.0054576346
0.5,0.48720393,0.0,-0.005503886
0.5,0.48711035,0.0,-0.0055501373
0.5,0.4870271,0.0,-0.005596388
0.5,0.48692638,0.0,-0.005596388
0.5,0.48683044,0.0,-0.005688891
0.5,0.48673943,0.0,-0.005735142
0.5,0.486619,0.0,-0.005781393
0.5,0.4865265,0.0,-0.0058276444
0.5,0.48645073,0.0,-0.0058738957
0.5,0.48635086,0.0,-0.005920147
0.5,0.48625022,0.0,-0.005966398
0.5,0.48615476,0.0,-0.0060126493
0.5,0.48605254,0.0,-0.0060589006
0.5,0.4859556,0.0,-0.006105152
0.5,0.48585182,0.0,-0.006151403
0.5,0.48574725,0.0,-0.006197654
0.5,0.4856419,0.0,-0.0062439055
0.5,0.48553103,0.0,-0.010386928
0.5,0.48536485,0.0,-0.010386928
0.5,0.48519742,0.0,-0.010539676
0.5,0.48501825,0.0,-0.01061605
0.5,0.4848378,0.0,-0.010692426
0.5,0.4846667,0.0,-0.0107688
0.5,0.48448363,0.0,-0.010845174
0.5,0.48429927,0.0,-0.010921549
0.5,0.4841136,0.0,-0.010921549
0.5,0.48393765,0.0,-0.011074298
0.5,0.4837494,0.0,-0.011150673
0.5,0.48355982,0.0,-0.011227047
0.5,0.48336896,0.0,-0.011303422
0.5,0.4831881,0.0,-0.011379797
0.5,0.48299465,0.0,-0.011456171
0.5,0.48281133,0.0,-0.011532545
0.5,0.48256916,0.0,-0.011608921
0.5,0.48242986,0.0,-0.011685295
0.5,0.48221952,0.0,-0.011761669
0.5,0.48203135,0.0,-0.011838043
0.5,0.4818301,0.0,-0.011914419
0.5,0.48165137,0.0,-0.011990793
0.5,0.48143554,0.0,-0.011990793
0.5,0.48124245,0.0,-0.012143542
0.5,0.48102388,0.0,-0.012219917
0.5,0.48082834,0.0,-0.012296291
0.5,0.48063162,0.0,-0.012372666
0.5,0.4804089,0.0,-0.012449041
0.5,0.48020974,0.0,-0.012525415
0.5,0.4799968,0.0,-0.01260179
